SKU,vCPUs,Memory_GB,Memory_Ratio,Version,MeterType,OSType,CPUType,Notes,Features,Meter,Product Name,centralus,eastus,eastus2
Standard_E16-4s_v6,4,,,v6,Spot,Unspecified,,,Premium storage capable,E16-4s v6 Spot,Virtual Machines Esv6 Series,0.195068,0.215091,0.195518
Standard_E16-4s_v6,4,,,v6,Spot,Windows,,,Premium storage capable,E16-4s v6 Spot,Virtual Machines Esv6 Series Windows,0.339066,0.36472,0.331531
Standard_E16-8ads_v5,8,,,v5,On Demand,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5,Eadsv5 Series CloudServices,1.92,1.784,1.784
Standard_E16-8ads_v5,8,,,v5,On Demand,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5,Virtual Machines Eadsv5 Series,1.184,1.048,1.048
Standard_E16-8ads_v5,8,,,v5,On Demand,Windows,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5,Virtual Machines Eadsv5 Series Windows,1.92,1.784,1.784
Standard_E16-8ads_v5,8,,,v5,On Demand,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5,Virtual Machines Eadsv5 Series v8,103680.0,91800.0,91800.0
Standard_E16-8ads_v5,8,,,v5,Low Priority,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5 Low Priority,Eadsv5 Series CloudServices,0.768,0.714,0.714
Standard_E16-8ads_v5,8,,,v5,Low Priority,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5 Low Priority,Virtual Machines Eadsv5 Series,0.237,0.21,0.21
Standard_E16-8ads_v5,8,,,v5,Low Priority,Windows,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5 Low Priority,Virtual Machines Eadsv5 Series Windows,0.768,0.714,0.714
Standard_E16-8ads_v5,8,,,v5,Spot,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5 Spot,Virtual Machines Eadsv5 Series,0.218685,0.222386,0.32247
Standard_E16-8ads_v5,8,,,v5,Spot,Windows,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v5 Spot,Virtual Machines Eadsv5 Series Windows,0.366528,0.379814,0.548937
Standard_E16-8ads_v6,8,,,v6,On Demand,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v6,Virtual Machines Eadsv6 Series,1.312,1.162,1.162
Standard_E16-8ads_v6,8,,,v6,On Demand,Windows,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v6,Virtual Machines Eadsv6 Series Windows,2.048,1.898,1.898
Standard_E16-8ads_v6,8,,,v6,Spot,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v6 Spot,Virtual Machines Eadsv6 Series,0.235242,0.23821,0.2324
Standard_E16-8ads_v6,8,,,v6,Spot,Windows,AMD,,AMD processor; Local temp disk; Premium storage capable,E16-8ads v6 Spot,Virtual Machines Eadsv6 Series Windows,0.378061,0.38909,0.3796
Standard_E16-8ads_v7,8,,,v7,On Demand,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E16-8ads v7,Virtual Machines Eadsv7 Series,1.162,1.162,1.162
Standard_E16-8ads_v7,8,,,v7,On Demand,Windows,AMD,,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E16-8ads v7,Virtual Machines Eadsv7 Series Windows,1.898,1.898,1.898
Standard_E16-8ads_v7,8,,,v7,On Demand,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E16-8ads v7,Virtual Machines Eadsv7 Series v8,101760.0,101760.0,101760.0
Standard_E16-8ads_v7,8,,,v7,Spot,Unspecified,AMD,,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E16-8ads v7 Spot,Virtual Machines Eadsv7 Series,0.214389,0.216829,0.214738
Standard_E16-8ads_v7,8,,,v7,Spot,Windows,AMD,,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E16-8ads v7 Spot,Virtual Machines Eadsv7 Series Windows,0.350371,0.354546,0.35075
Standard_E16-8as_v4,8,,,v4,On Demand,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as_v4,Virtual Machines Easv4 Series,1.139,1.008,1.008
Standard_E16-8as_v4,8,,,v4,On Demand,Windows,AMD,,AMD processor; Premium storage capable,E16-8as_v4,Virtual Machines Easv4 Series Windows,1.875,1.744,1.744
Standard_E16-8as_v4,8,,,v4,On Demand,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as_v4,Virtual Machines Easv4 Series v8,99720.0,88320.0,88320.0
Standard_E16-8as_v4,8,,,v4,Low Priority,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as_v4 Low Priority,Virtual Machines Easv4 Series,0.228,0.202,0.202
Standard_E16-8as_v4,8,,,v4,Low Priority,Windows,AMD,,AMD processor; Premium storage capable,E16-8as_v4 Low Priority,Virtual Machines Easv4 Series Windows,0.75,0.698,0.698
Standard_E16-8as_v4,8,,,v4,Spot,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as_v4 Spot,Virtual Machines Easv4 Series,0.210373,0.213696,0.310162
Standard_E16-8as_v4,8,,,v4,Spot,Windows,AMD,,AMD processor; Premium storage capable,E16-8as_v4 Spot,Virtual Machines Easv4 Series Windows,0.354375,0.371646,0.536629
Standard_E16-8as_v5,8,,,v5,On Demand,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as v5,Easv5 Series CloudServices,1.758,1.64,1.64
Standard_E16-8as_v5,8,,,v5,On Demand,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as v5,Virtual Machines Easv5 Series,1.022,0.904,0.904
Standard_E16-8as_v5,8,,,v5,On Demand,Windows,AMD,,AMD processor; Premium storage capable,E16-8as v5,Virtual Machines Easv5 Series Windows,1.758,1.64,1.64
Standard_E16-8as_v5,8,,,v5,On Demand,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as v5,Virtual Machines Easv5 Series v8,89520.0,79200.0,79200.0
Standard_E16-8as_v5,8,,,v5,Low Priority,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as v5 Low Priority,Easv5 Series CloudServices,0.703,0.656,0.656
Standard_E16-8as_v5,8,,,v5,Low Priority,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as v5 Low Priority,Virtual Machines Easv5 Series,0.204,0.181,0.181
Standard_E16-8as_v5,8,,,v5,Low Priority,Windows,AMD,,AMD processor; Premium storage capable,E16-8as v5 Low Priority,Virtual Machines Easv5 Series Windows,0.703,0.656,0.656
Standard_E16-8as_v5,8,,,v5,Spot,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as v5 Spot,Virtual Machines Easv5 Series,0.188763,0.191829,0.278161
Standard_E16-8as_v5,8,,,v5,Spot,Windows,AMD,,AMD processor; Premium storage capable,E16-8as v5 Spot,Virtual Machines Easv5 Series Windows,0.335602,0.349156,0.504628
Standard_E16-8as_v6,8,,,v6,On Demand,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as v6,Virtual Machines Easv6 Series,1.078,0.954,0.954
Standard_E16-8as_v6,8,,,v6,On Demand,Windows,AMD,,AMD processor; Premium storage capable,E16-8as v6,Virtual Machines Easv6 Series Windows,1.814,1.69,1.69
Standard_E16-8as_v6,8,,,v6,Spot,Unspecified,AMD,,AMD processor; Premium storage capable,E16-8as v6 Spot,Virtual Machines Easv6 Series,0.193285,0.19557,0.1908
Standard_E16-8as_v6,8,,,v6,Spot,Windows,AMD,,AMD processor; Premium storage capable,E16-8as v6 Spot,Virtual Machines Easv6 Series Windows,0.334864,0.34645,0.338
Standard_E16-8as_v7,8,,,v7,On Demand,Unspecified,AMD,,AMD processor; Premium storage capable; Accelerator: v7,E16-8as v7,Virtual Machines Easv7 Series,0.954,0.954,0.954
Standard_E16-8as_v7,8,,,v7,On Demand,Windows,AMD,,AMD processor; Premium storage capable; Accelerator: v7,E16-8as v7,Virtual Machines Easv7 Series Windows,1.69,1.69,1.69
Standard_E16-8as_v7,8,,,v7,On Demand,Unspecified,AMD,,AMD processor; Premium storage capable; Accelerator: v7,E16-8as v7,Virtual Machines Easv7 Series v8,83520.0,83520.0,83520.0
Standard_E16-8as_v7,8,,,v7,Spot,Unspecified,AMD,,AMD processor; Premium storage capable; Accelerator: v7,E16-8as v7 Spot,Virtual Machines Easv7 Series,0.176013,0.178016,0.176299
Standard_E16-8as_v7,8,,,v7,Spot,Windows,AMD,,AMD processor; Premium storage capable; Accelerator: v7,E16-8as v7 Spot,Virtual Machines Easv7 Series Windows,0.311974,0.315692,0.312312
Standard_E16-8ds_v4,8,,,v4,On Demand,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v4,Virtual Machines Edsv4 Series,1.302,1.152,1.152
Standard_E16-8ds_v4,8,,,v4,On Demand,Windows,,,Local temp disk; Premium storage capable,E16-8ds v4,Virtual Machines Edsv4 Series Windows,2.038,1.888,1.888
Standard_E16-8ds_v4,8,,,v4,On Demand,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v4,Virtual Machines Edsv4 Series v8,114000.0,100920.0,100920.0
Standard_E16-8ds_v4,8,,,v4,Low Priority,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v4 Low Priority,Virtual Machines Edsv4 Series,0.26,0.23,0.23
Standard_E16-8ds_v4,8,,,v4,Low Priority,Windows,,,Local temp disk; Premium storage capable,E16-8ds v4 Low Priority,Virtual Machines Edsv4 Series Windows,0.815,0.755,0.755
Standard_E16-8ds_v4,8,,,v4,Spot,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v4 Spot,Virtual Machines Edsv4 Series,0.24087,0.248947,0.487642
Standard_E16-8ds_v4,8,,,v4,Spot,Windows,,,Local temp disk; Premium storage capable,E16-8ds v4 Spot,Virtual Machines Edsv4 Series Windows,0.39313,0.431974,0.79919
Standard_E16-8ds_v5,8,,,v5,On Demand,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v5,Virtual Machines Edsv5 Series,1.302,1.152,1.152
Standard_E16-8ds_v5,8,,,v5,On Demand,Windows,,,Local temp disk; Premium storage capable,E16-8ds v5,Virtual Machines Edsv5 Series Windows,2.038,1.888,1.888
Standard_E16-8ds_v5,8,,,v5,On Demand,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v5,Virtual Machines Edsv5 Series v8,114000.0,100920.0,
Standard_E16-8ds_v5,8,,,v5,Low Priority,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v5 Low Priority,Virtual Machines Edsv5 Series,0.26,0.23,0.23
Standard_E16-8ds_v5,8,,,v5,Low Priority,Windows,,,Local temp disk; Premium storage capable,E16-8ds v5 Low Priority,Virtual Machines Edsv5 Series Windows,0.815,0.755,0.755
Standard_E16-8ds_v5,8,,,v5,Spot,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v5 Spot,Virtual Machines Edsv5 Series,0.242823,0.257472,0.487642
Standard_E16-8ds_v5,8,,,v5,Spot,Windows,,,Local temp disk; Premium storage capable,E16-8ds v5 Spot,Virtual Machines Edsv5 Series Windows,0.400059,0.449155,0.79919
Standard_E16-8ds_v6,8,,,v6,On Demand,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v6,Virtual Machines Edsv6 Series,1.478,1.308,1.308
Standard_E16-8ds_v6,8,,,v6,On Demand,Windows,,,Local temp disk; Premium storage capable,E16-8ds v6,Virtual Machines Edsv6 Series Windows,2.214,2.044,2.044
Standard_E16-8ds_v6,8,,,v6,Spot,Unspecified,,,Local temp disk; Premium storage capable,E16-8ds v6 Spot,Virtual Machines Edsv6 Series,0.271361,0.27311,0.241718
Standard_E16-8ds_v6,8,,,v6,Spot,Windows,,,Local temp disk; Premium storage capable,E16-8ds v6 Spot,Virtual Machines Edsv6 Series Windows,0.408704,0.426787,0.377731
Standard_E16-8s_v3,8,,,v3,On Demand,Unspecified,,,Premium storage capable,E16-8s v3,Virtual Machines ESv3 Series,1.167,1.008,1.064
Standard_E16-8s_v3,8,,,v3,On Demand,Windows,,,Premium storage capable,E16-8s v3,Virtual Machines ESv3 Series Windows,1.98,1.744,1.8
Standard_E16-8s_v3,8,,,v3,On Demand,Unspecified,,,Premium storage capable,E16-8s v3,Virtual Machines ESv3 Series v8,102240.0,88320.0,93240.0
Standard_E16-8s_v3,8,,,v3,Low Priority,Unspecified,,,Premium storage capable,E16-8s v3 Low Priority,Virtual Machines ESv3 Series,0.234,0.202,0.213
Standard_E16-8s_v3,8,,,v3,Low Priority,Windows,,,Premium storage capable,E16-8s v3 Low Priority,Virtual Machines ESv3 Series Windows,0.792,0.698,0.72
Standard_E16-8s_v3,8,,,v3,Spot,Unspecified,,,Premium storage capable,E16-8s v3 Spot,Virtual Machines ESv3 Series,0.18847,0.193738,0.463159
Standard_E16-8s_v3,8,,,v3,Spot,Windows,,,Premium storage capable,E16-8s v3 Spot,Virtual Machines ESv3 Series Windows,0.31977,0.335197,0.78354
Standard_E16-8s_v4,8,,,v4,On Demand,Unspecified,,,Premium storage capable,E16-8s v4,Virtual Machines Esv4 Series,1.139,1.008,1.008
Standard_E16-8s_v4,8,,,v4,On Demand,Windows,,,Premium storage capable,E16-8s v4,Virtual Machines Esv4 Series Windows,1.875,1.744,1.744
Standard_E16-8s_v4,8,,,v4,On Demand,Unspecified,,,Premium storage capable,E16-8s v4,Virtual Machines Esv4 Series v8,99720.0,88320.0,88320.0
Standard_E16-8s_v4,8,,,v4,Low Priority,Unspecified,,,Premium storage capable,E16-8s v4 Low Priority,Virtual Machines Esv4 Series,0.228,0.202,0.202
Standard_E16-8s_v4,8,,,v4,Low Priority,Windows,,,Premium storage capable,E16-8s v4 Low Priority,Virtual Machines Esv4 Series Windows,0.75,0.698,0.698
Standard_E16-8s_v4,8,,,v4,Spot,Unspecified,,,Premium storage capable,E16-8s v4 Spot,Virtual Machines Esv4 Series,0.210943,0.219442,0.449467
Standard_E16-8s_v4,8,,,v4,Spot,Windows,,,Premium storage capable,E16-8s v4 Spot,Virtual Machines Esv4 Series Windows,0.359062,0.39833,0.77765
Standard_E16-8s_v5,8,,,v5,On Demand,Unspecified,,,Premium storage capable,E16-8s v5,Virtual Machines Esv5 Series,1.139,1.008,1.008
Standard_E16-8s_v5,8,,,v5,On Demand,Windows,,,Premium storage capable,E16-8s v5,Virtual Machines Esv5 Series Windows,1.875,1.744,1.744
Standard_E16-8s_v5,8,,,v5,On Demand,Unspecified,,,Premium storage capable,E16-8s v5,Virtual Machines Esv5 Series v8,,88320.0,
Standard_E16-8s_v5,8,,,v5,Low Priority,Unspecified,,,Premium storage capable,E16-8s v5 Low Priority,Virtual Machines Esv5 Series,0.228,0.202,0.202
Standard_E16-8s_v5,8,,,v5,Low Priority,Windows,,,Premium storage capable,E16-8s v5 Low Priority,Virtual Machines Esv5 Series Windows,0.75,0.698,0.698
Standard_E16-8s_v5,8,,,v5,Spot,Unspecified,,,Premium storage capable,E16-8s v5 Spot,Virtual Machines Esv5 Series,0.213676,0.226598,0.449467
Standard_E16-8s_v5,8,,,v5,Spot,Windows,,,Premium storage capable,E16-8s v5 Spot,Virtual Machines Esv5 Series Windows,0.372188,0.422746,0.77765
Standard_E16-8s_v6,8,,,v6,On Demand,Unspecified,,,Premium storage capable,E16-8s v6,Virtual Machines Esv6 Series,1.196,1.058,1.058
Standard_E16-8s_v6,8,,,v6,On Demand,Windows,,,Premium storage capable,E16-8s v6,Virtual Machines Esv6 Series Windows,1.932,1.794,1.794
Standard_E16-8s_v6,8,,,v6,On Demand,Unspecified,,,Premium storage capable,E16-8s v6,Virtual Machines Esv6 Series v8,104760.0,92640.0,92640.0
Standard_E16-8s_v6,8,,,v6,Spot,Unspecified,,,Premium storage capable,E16-8s v6 Spot,Virtual Machines Esv6 Series,0.195068,0.215091,0.195518
Standard_E16-8s_v6,8,,,v6,Spot,Windows,,,Premium storage capable,E16-8s v6 Spot,Virtual Machines Esv6 Series Windows,0.339066,0.36472,0.331531
Standard_E160ads_v7,160.0,1280.0,1:8,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E160ads v7,Virtual Machines Eadsv7 Series,11.616,11.616,11.616
Standard_E160ads_v7,160.0,1280.0,1:8,v7,On Demand,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E160ads v7,Virtual Machines Eadsv7 Series Windows,18.976,18.976,18.976
Standard_E160ads_v7,160.0,1280.0,1:8,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E160ads v7,Virtual Machines Eadsv7 Series v8,1017600.0,1017600.0,1017600.0
Standard_E160ads_v7,160.0,1280.0,1:8,v7,Spot,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E160ads v7 Spot,Virtual Machines Eadsv7 Series,2.143152,2.167546,2.146637
Standard_E160ads_v7,160.0,1280.0,1:8,v7,Spot,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Local temp disk; Premium storage capable; Accelerator: v7,E160ads v7 Spot,Virtual Machines Eadsv7 Series Windows,3.50297,3.544717,3.506765
Standard_E160as_v7,160.0,1280.0,1:8,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,E160as v7,Virtual Machines Easv7 Series,9.536,9.536,9.536
Standard_E160as_v7,160.0,1280.0,1:8,v7,On Demand,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,E160as v7,Virtual Machines Easv7 Series Windows,16.896,16.896,16.896
Standard_E160as_v7,160.0,1280.0,1:8,v7,On Demand,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,E160as v7,Virtual Machines Easv7 Series v8,835320.0,835320.0,835320.0
Standard_E160as_v7,160.0,1280.0,1:8,v7,Spot,Unspecified,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,E160as v7 Spot,Virtual Machines Easv7 Series,1.759392,1.779418,1.762253
Standard_E160as_v7,160.0,1280.0,1:8,v7,Spot,Windows,AMD EPYC 9005 (Turin) [x86-64],,AMD processor; Premium storage capable; Accelerator: v7,E160as v7 Spot,Virtual Machines Easv7 Series Windows,3.119002,3.156173,3.122381
Standard_E16_v3,16,,,v3,On Demand,Unspecified,,,,E16 v3,Virtual Machines Ev3 Series v8,102240.0,88320.0,93240.0
Standard_E16_v3,16,,,v3,On Demand,Unspecified,,,,E16 v3/E16s v3,Virtual Machines Ev3 Series,1.167,1.008,1.064
Standard_E16_v3,16,,,v3,On Demand,Windows,,,,E16 v3/E16s v3,Virtual Machines Ev3 Series Windows,1.98,1.744,1.8
Standard_E16_v3,16,,,v3,Low Priority,Unspecified,,,,E16 v3/E16s v3 Low Priority,Virtual Machines Ev3 Series,0.234,0.202,0.213
Standard_E16_v3,16,,,v3,Low Priority,Windows,,,,E16 v3/E16s v3 Low Priority,Virtual Machines Ev3 Series Windows,0.792,0.698,0.72
Standard_E16_v3,16,,,v3,Spot,Unspecified,,,,E16 v3/E16s v3 Spot,Virtual Machines Ev3 Series,0.18847,0.193738,0.463159
Standard_E16_v3,16,,,v3,Spot,Windows,,,,E16 v3/E16s v3 Spot,Virtual Machines Ev3 Series Windows,0.31977,0.335197,0.78354
Standard_E16_v4,16.0,128.0,1:8,v4,On Demand,Unspecified,Intel Xeon 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v4,Virtual Machines Ev4 Series,1.139,1.008,1.008
Standard_E16_v4,16.0,128.0,1:8,v4,On Demand,Windows,Intel Xeon 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v4,Virtual Machines Ev4 Series Windows,1.875,1.744,1.744
Standard_E16_v4,16.0,128.0,1:8,v4,On Demand,Unspecified,Intel Xeon 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v4,Virtual Machines Ev4 Series v8,99720.0,88320.0,44160.0
Standard_E16_v4,16.0,128.0,1:8,v4,Low Priority,Unspecified,Intel Xeon 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v4 Low Priority,Virtual Machines Ev4 Series,0.228,0.202,0.202
Standard_E16_v4,16.0,128.0,1:8,v4,Low Priority,Windows,Intel Xeon 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v4 Low Priority,Virtual Machines Ev4 Series Windows,0.75,0.698,0.698
Standard_E16_v4,16.0,128.0,1:8,v4,Spot,Unspecified,Intel Xeon 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v4 Spot,Virtual Machines Ev4 Series,0.210943,0.219442,0.449467
Standard_E16_v4,16.0,128.0,1:8,v4,Spot,Windows,Intel Xeon 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8272CL (Cascade Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v4 Spot,Virtual Machines Ev4 Series Windows,0.359062,0.39833,0.77765
Standard_E16_v5,16.0,128.0,1:8,v5,On Demand,Unspecified,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v5,Virtual Machines Ev5 Series,1.139,1.008,1.008
Standard_E16_v5,16.0,128.0,1:8,v5,On Demand,Windows,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v5,Virtual Machines Ev5 Series Windows,1.875,1.744,1.744
Standard_E16_v5,16.0,128.0,1:8,v5,On Demand,Unspecified,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v5,Virtual Machines Ev5 Series v8,99720.0,88320.0,88320.0
Standard_E16_v5,16.0,128.0,1:8,v5,Low Priority,Unspecified,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v5 Low Priority,Virtual Machines Ev5 Series,0.228,0.202,0.202
Standard_E16_v5,16.0,128.0,1:8,v5,Low Priority,Windows,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v5 Low Priority,Virtual Machines Ev5 Series Windows,0.75,0.698,0.698
Standard_E16_v5,16.0,128.0,1:8,v5,Spot,Unspecified,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v5 Spot,Virtual Machines Ev5 Series,0.213676,0.226598,0.449467
Standard_E16_v5,16.0,128.0,1:8,v5,Spot,Windows,Intel Xeon Platinum 8473C (Sapphire Rapids) [x86-64] Intel Xeon Platinum 8370C (Ice Lake) [x86-64] Intel Xeon Platinum 8573C (Emerald Rapids) [x86-64],,,E16 v5 Spot,Virtual Machines Ev5 Series Windows,0.372188,0.422746,0.77765
Standard_E16a_v4,16.0,128.0,1:8,v4,On Demand,Unspecified,AMD EPYC 7452 (Rome) [x86-64] AMD EPYC 7763v (Milan) [x86-64],,AMD processor,E16a v4,Virtual Machines Eav4 Series v8,99720.0,88320.0,88320.0
Standard_E16a_v4,16.0,128.0,1:8,v4,On Demand,Unspecified,AMD EPYC 7452 (Rome) [x86-64] AMD EPYC 7763v (Milan) [x86-64],,AMD processor,E16a v4/E16as v4,Virtual Machines Eav4 Series,1.139,1.008,1.008
Standard_E16a_v4,16.0,128.0,1:8,v4,On Demand,Windows,AMD EPYC 7452 (Rome) [x86-64] AMD EPYC 7763v (Milan) [x86-64],,AMD processor,E16a v4/E16as v4,Virtual Machines Eav4 Series Windows,1.875,1.744,1.744
Standard_E16a_v4,16.0,128.0,1:8,v4,Low Priority,Unspecified,AMD EPYC 7452 (Rome) [x86-64] AMD EPYC 7763v (Milan) [x86-64],,AMD processor,E16a v4/E16as v4 Low Priority,Virtual Machines Eav4 Series,0.228,0.202,0.202
Standard_E16a_v4,16.0,128.0,1:8,v4,Low Priority,Windows,AMD EPYC 7452 (Rome) [x86-64] AMD EPYC 7763v (Milan) [x86-64],,AMD processor,E16a v4/E16as v4 Low Priority,Virtual Machines Eav4 Series Windows,0.75,0.698,0.698
Standard_E16a_v4,16.0,128.0,1:8,v4,Spot,Unspecified,AMD EPYC 7452 (Rome) [x86-64] AMD EPYC 7763v (Milan) [x86-64],,AMD processor,E16a v4/E16as v4 Spot,Virtual Machines Eav4 Series,0.210373,0.213696,0.310162
Standard_E16a_v4,16.0,128.0,1:8,v4,Spot,Windows,AMD EPYC 7452 (Rome) [x86-64] AMD EPYC 7763v (Milan) [x86-64],,AMD processor,E16a v4/E16as v4 Spot,Virtual Machines Eav4 Series Windows,0.354375,0.371646,0.536629
Standard_E16ads_v5,16.0,128.0,1:8,v5,On Demand,Unspecified,"AMD EPYC 7763v (Milan) [x86-64] ,  AMD EPYC 9004 (Genoa) [x86-64]",,AMD processor; Local temp disk; Premium storage capable,E16ads v5,Eadsv5 Series CloudServices,1.92,1.784,1.784
Standard_E16ads_v5,16.0,128.0,1:8,v5,On Demand,Unspecified,"AMD EPYC 7763v (Milan) [x86-64] ,  AMD EPYC 9004 (Genoa) [x86-64]",,AMD processor; Local temp disk; Premium storage capable,E16ads v5,Virtual Machines Eadsv5 Series,1.184,1.048,1.048
Standard_E16ads_v5,16.0,128.0,1:8,v5,On Demand,Windows,"AMD EPYC 7763v (Milan) [x86-64] ,  AMD EPYC 9004 (Genoa) [x86-64]",,AMD processor; Local temp disk; Premium storage capable,E16ads v5,Virtual Machines Eadsv5 Series Windows,1.92,1.784,1.784
Standard_E16ads_v5,16.0,128.0,1:8,v5,On Demand,Unspecified,"AMD EPYC 7763v (Milan) [x86-64] ,  AMD EPYC 9004 (Genoa) [x86-64]",,AMD processor; Local temp disk; Premium storage capable,E16ads v5,Virtual Machines Eadsv5 Series v8,103680.0,91800.0,
